epoch,Training_loss,Validation_loss,Burned_pixels,IOU,F1
3,0.7789412140846252,0.9674063920974731,21776530.0,0.2156054973602295,0.35472938418388367
5,0.7771899700164795,2.6739044189453125,17059320.0,0.19736120104789734,0.3296602666378021
7,0.6506041884422302,1.4111998081207275,15888830.0,0.2235889434814453,0.36546415090560913
9,0.7305359840393066,0.6406707167625427,18394226.0,0.430163711309433,0.6015586853027344
11,0.6190269589424133,1.1390552520751953,18365724.0,0.24181832373142242,0.38945844769477844
13,0.5818109512329102,1.1292139291763306,17121426.0,0.2573574483394623,0.40936240553855896
15,0.5422748327255249,0.8701724410057068,18340402.0,0.42157086730003357,0.5931057333946228
17,0.7926347255706787,1.10781991481781,15132950.0,0.3072027564048767,0.4700154662132263
19,0.8371173143386841,1.0136690139770508,16034749.0,0.2584671676158905,0.4107650816440582
21,0.7951291799545288,1.5647881031036377,19640268.0,0.23016521334648132,0.3742021322250366
23,0.596595823764801,1.4112094640731812,17568132.0,0.22943882644176483,0.3732415437698364
25,0.6972509622573853,0.5448221564292908,16746516.0,0.5025421977043152,0.6689226031303406
27,0.4665164649486542,1.094351053237915,16610443.0,0.2777383625507355,0.4347343146800995
29,0.6476484537124634,0.5940446257591248,18684756.0,0.4292773902416229,0.6006914973258972
31,0.5501617789268494,0.7684373259544373,19427420.0,0.30735063552856445,0.47018852829933167
33,0.5599702000617981,1.094860553741455,19642266.0,0.61210697889328,0.7593876123428345
35,0.6949883699417114,0.7917587757110596,19629106.0,0.3583340644836426,0.5276081562042236
37,0.4651026427745819,0.5972525477409363,17380238.0,0.5078933835029602,0.6736462712287903
39,0.4238206148147583,1.4911913871765137,19467236.0,0.2136545479297638,0.3520846366882324
41,0.40981388092041016,0.4936511218547821,19714832.0,0.6533140540122986,0.7903084754943848
43,0.6051139235496521,0.5077097415924072,17350312.0,0.6167113184928894,0.7629207372665405
45,0.5338578224182129,0.43247514963150024,19929200.0,0.6331071853637695,0.7753406763076782
47,0.55042564868927,0.5426980257034302,17916074.0,0.5038044452667236,0.6700398325920105
49,0.5459245443344116,0.7106966376304626,18745300.0,0.6431729197502136,0.7828426361083984
