epoch,Loss/Training_loss,Loss/Validation_loss,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics/IOU,metrics/F1
2,0.3300014138221741,0.3664800524711609,0.0003000000142492354,0.41084983944892883,0.5006405711174011,0.667235791683197
4,0.3232055604457855,0.29384252429008484,0.0002967330801766366,0.41450121998786926,0.5529206395149231,0.7121042013168335
6,0.32730451226234436,0.4479342997074127,0.0002870750322472304,0.41494056582450867,0.4699280560016632,0.6393892168998718
8,0.3005654215812683,0.13208919763565063,0.00027144805062562227,0.41024377942085266,0.8179782032966614,0.8998767733573914
10,0.2576197385787964,0.09893307089805603,0.00025053502758964896,0.4019230604171753,0.8339120149612427,0.9094351530075073
12,0.27640998363494873,0.2701910734176636,0.00022524999803863466,0.41861772537231445,0.7208001613616943,0.8377498984336853
14,0.2721187174320221,0.15655121207237244,0.00019669803441502154,0.4279388189315796,0.7981085181236267,0.8877201676368713
16,0.2694641649723053,0.20425675809383392,0.00016612700710538775,0.40578538179397583,0.724463939666748,0.8402193188667297
18,0.23498156666755676,0.15452755987644196,0.00013487300020642579,0.40324702858924866,0.7745462656021118,0.872951328754425
20,0.2531394362449646,0.09361790865659714,0.00010430195834487677,0.4144033193588257,0.8529713749885559,0.9206525683403015
22,0.25370272994041443,0.10267967730760574,7.575000199722126e-05,0.4142596423625946,0.8347507119178772,0.9099336862564087
24,0.2181241661310196,0.089972585439682,5.0464976084185764e-05,0.4175077974796295,0.8526676297187805,0.9204755425453186
26,0.23594394326210022,0.13673028349876404,2.9551958505180664e-05,0.4050564467906952,0.790671706199646,0.883100688457489
28,0.22908048331737518,0.09230705350637436,1.3924954146204982e-05,0.42420750856399536,0.8458165526390076,0.9164686799049377
30,0.21887782216072083,0.09405230730772018,4.266933501639869e-06,0.4246861934661865,0.8546602725982666,0.9216355085372925
32,0.2192513793706894,0.10230102390050888,9.999999974752427e-07,0.41002562642097473,0.8383947610855103,0.9120943546295166
34,0.23060983419418335,0.09949638694524765,4.266933501639869e-06,0.39952313899993896,0.8417819738388062,0.9140951037406921
36,0.21744593977928162,0.09794586151838303,1.3924954146204982e-05,0.4191734194755554,0.8394263982772827,0.9127044677734375
38,0.22106456756591797,0.09299866110086441,2.9551958505180664e-05,0.4179985225200653,0.8388199210166931,0.9123459458351135
40,0.22662143409252167,0.17372319102287292,5.0464976084185764e-05,0.40919414162635803,0.6922179460525513,0.8181191682815552
42,0.22041016817092896,0.10748152434825897,7.575000199722126e-05,0.40619128942489624,0.8106033802032471,0.8953958749771118
44,0.23836193978786469,0.10636922717094421,0.00010430195834487677,0.40719351172447205,0.8212372660636902,0.9018454551696777
46,0.21736158430576324,0.24718092381954193,0.00013487300020642579,0.41260793805122375,0.5827015042304993,0.7363378405570984
48,0.2144487202167511,0.5022397637367249,0.00016612700710538775,0.41563284397125244,0.40589043498039246,0.5774140357971191
50,0.24100258946418762,0.16223463416099548,0.00019669803441502154,0.4165809154510498,0.7159701585769653,0.8344786167144775
52,0.22389192879199982,0.09293422102928162,0.00022524999803863466,0.39734700322151184,0.8357164859771729,0.9105071425437927
54,0.24666514992713928,0.15322135388851166,0.00025053502758964896,0.40470919013023376,0.7657322883605957,0.867325484752655
56,0.25776463747024536,0.13646499812602997,0.00027144805062562227,0.407408744096756,0.7602896094322205,0.8638232946395874
58,0.2590663433074951,0.40195947885513306,0.0002870750322472304,0.4079999625682831,0.4068335294723511,0.5783676505088806
60,0.23615622520446777,0.15103548765182495,0.0002967330801766366,0.4218531847000122,0.7879477143287659,0.8813989758491516
62,0.23828662931919098,0.0879119336605072,0.0003000000142492354,0.3980874717235565,0.8560804128646851,0.9224605560302734
64,0.24044252932071686,0.4199455976486206,0.0002967330801766366,0.39905792474746704,0.5077344179153442,0.673506498336792
66,0.2462712526321411,0.24460482597351074,0.0002870750322472304,0.4032948315143585,0.61562579870224,0.7620896100997925
68,0.24372711777687073,0.09741869568824768,0.00027144805062562227,0.4108409881591797,0.8449484705924988,0.9159588813781738
70,0.2173440009355545,0.14718440175056458,0.00025053502758964896,0.4083077609539032,0.7377501130104065,0.8490865230560303
72,0.24249331653118134,0.17543545365333557,0.00022524999803863466,0.40537744760513306,0.7447913885116577,0.8537312150001526
