epoch,Loss/Training_loss,Loss/Validation_loss,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics/IOU,metrics/F1
4,0.3082370460033417,0.7697782516479492,0.0003000000142492354,0.40170788764953613,0.3480173349380493,0.5163396000862122
8,0.25780820846557617,0.9984725117683411,0.0003000000142492354,0.4073074460029602,0.372700959444046,0.5430184006690979
12,0.24799075722694397,0.636888861656189,0.0003000000142492354,0.4066856801509857,0.43185755610466003,0.6032130122184753
16,0.23251399397850037,0.9076048731803894,0.0003000000142492354,0.4088478088378906,0.4139879047870636,0.5855607390403748
20,0.2171902060508728,0.3007107079029083,0.0003000000142492354,0.40782707929611206,0.6818383932113647,0.8108251094818115
24,0.21470598876476288,0.48312729597091675,0.0003000000142492354,0.4061613082885742,0.6150985956192017,0.7616855502128601
28,0.2117714136838913,0.28632816672325134,0.0003000000142492354,0.4074992537498474,0.7000081539154053,0.8235350251197815
32,0.19703274965286255,0.42139267921447754,0.0003000000142492354,0.4082266688346863,0.6659067869186401,0.7994526624679565
36,0.2070373296737671,0.3702201545238495,0.0003000000142492354,0.4020959734916687,0.6334535479545593,0.7756003141403198
40,0.18479004502296448,0.44301244616508484,0.0003000000142492354,0.4085332453250885,0.6047411561012268,0.7536931037902832
44,0.17251969873905182,0.3323291540145874,0.0003000000142492354,0.4101673662662506,0.6905658841133118,0.8169641494750977
48,0.17495958507061005,0.321407288312912,0.0003000000142492354,0.40461525321006775,0.6794469356536865,0.8091317415237427
52,0.16392162442207336,0.4815491735935211,0.0003000000142492354,0.40569642186164856,0.6178122758865356,0.7637625932693481
56,0.1612347513437271,0.5858244895935059,0.0003000000142492354,0.40856531262397766,0.5885304808616638,0.7409747242927551
60,0.15834125876426697,0.2874782979488373,0.0003000000142492354,0.40599551796913147,0.6974798440933228,0.8217827677726746
64,0.1549532413482666,0.3706132769584656,0.0003000000142492354,0.40384402871131897,0.6814270615577698,0.8105342388153076
68,0.1598450392484665,0.21980498731136322,0.0003000000142492354,0.40847986936569214,0.776029109954834,0.8738923668861389
72,0.15554216504096985,0.6995998620986938,0.0003000000142492354,0.40562039613723755,0.5469373464584351,0.707122802734375
76,0.14729584753513336,0.4604536294937134,0.0003000000142492354,0.409775972366333,0.6546837091445923,0.7913097739219666
80,0.15327124297618866,0.1909763067960739,0.0003000000142492354,0.40831148624420166,0.8159263730049133,0.8986337184906006
84,0.17757757008075714,0.4188062846660614,0.0003000000142492354,0.40366899967193604,0.6445272564888,0.7838450074195862
88,0.14342018961906433,0.4471316933631897,0.0003000000142492354,0.4051196277141571,0.6670678853988647,0.800288736820221
92,0.1375754028558731,0.43775099515914917,0.0003000000142492354,0.40592849254608154,0.6554181575775146,0.7918460369110107
96,0.14285755157470703,0.42302754521369934,0.0003000000142492354,0.40540117025375366,0.6327873468399048,0.7751007080078125
100,0.13553307950496674,0.500301718711853,0.0003000000142492354,0.4026778042316437,0.6272534728050232,0.7709351181983948
