epoch,LossTrain/Training_loss,LossTrain/Training_loss_severity,LossTrain/Training_loss_delineation,LossVal/Validation_loss,LossVal/Validation_loss_severity,LossVal/Validation_loss_delineation,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics_Delineation/IOU,metrics_Delineation/F1,metrics_Grading/F1,metrics_Grading/IOU
2,0.5484105944633484,0.26092126965522766,0.47636139392852783,0.7607603073120117,0.40868958830833435,0.5930294394493103,0.0003000000142492354,0.42844557762145996,0.49748119711875916,0.664423942565918,0.04979448765516281,0.02662012353539467
4,0.5076814889907837,0.24829740822315216,0.4423762559890747,0.27422916889190674,0.16829286515712738,0.23912972211837769,0.0003000000142492354,0.4397016167640686,0.6459588408470154,0.7849027514457703,0.37514016032218933,0.2906525433063507
6,0.5313964486122131,0.256870836019516,0.46092286705970764,0.34165892004966736,0.1851465106010437,0.299214631319046,0.0003000000142492354,0.40663421154022217,0.5674617886543274,0.724051833152771,0.3614964187145233,0.2735712230205536
8,0.5225124359130859,0.248918354511261,0.45673784613609314,0.26414963603019714,0.16855110228061676,0.22793452441692352,0.0003000000142492354,0.4245873689651489,0.7058429718017578,0.8275591731071472,0.3525466322898865,0.2781410217285156
10,0.44105264544487,0.2324707955121994,0.3838970363140106,0.20516428351402283,0.1424562633037567,0.1799987256526947,0.0003000000142492354,0.4189232587814331,0.7448502779006958,0.8537698984146118,0.3998471796512604,0.30892595648765564
12,0.4509790539741516,0.23794572055339813,0.3909399211406708,0.2653774321079254,0.15695001184940338,0.22827637195587158,0.0003000000142492354,0.4436946511268616,0.6446912884712219,0.7839663028717041,0.34879186749458313,0.27553683519363403
14,0.46330052614212036,0.23305612802505493,0.40569865703582764,0.17665688693523407,0.12975506484508514,0.15557536482810974,0.0003000000142492354,0.4119241535663605,0.7874283790588379,0.8810740113258362,0.41610512137413025,0.32161885499954224
16,0.4341113269329071,0.23590870201587677,0.3750554323196411,0.1961956024169922,0.13568295538425446,0.17199352383613586,0.0003000000142492354,0.4301719069480896,0.75876784324646,0.8628402352333069,0.39354610443115234,0.3079119920730591
18,0.4390621781349182,0.22684518992900848,0.3841818571090698,0.22856131196022034,0.14199236035346985,0.20367002487182617,0.0003000000142492354,0.4304189085960388,0.7221999168395996,0.8386946320533752,0.3702498972415924,0.2958923578262329
20,0.508057177066803,0.24288421869277954,0.4446578621864319,0.3735659718513489,0.18598371744155884,0.33356431126594543,0.0003000000142492354,0.4188252389431,0.5545749068260193,0.713474690914154,0.32535749673843384,0.2548596262931824
