epoch,Training_loss,Validation_loss,Burned_pixels,IOU,F1
5,1.3250722885131836,1.0455660820007324,18265258.0,0.26154226064682007,0.4146389067173004
10,1.0458738803863525,0.9863476753234863,17314632.0,0.6102842092514038,0.7579831480979919
15,0.8746582865715027,0.5666117668151855,16360631.0,0.6181328296661377,0.7640075087547302
20,0.6533733010292053,0.44800201058387756,18900554.0,0.7197615504264832,0.8370480537414551
25,0.4507453441619873,0.4173591434955597,17494858.0,0.7054590582847595,0.827295184135437
30,0.5410084128379822,0.3975699841976166,18129920.0,0.7157815098762512,0.8343504071235657
35,0.5994857549667358,0.4117322564125061,19314172.0,0.5647683143615723,0.7218555212020874
40,0.4506146013736725,0.4538138210773468,17499472.0,0.6150453686714172,0.7616446614265442
45,0.5751136541366577,0.44132518768310547,18972184.0,0.6451709866523743,0.7843208909034729
50,0.6045345067977905,0.7485191226005554,19007404.0,0.6703518629074097,0.8026475310325623
55,0.5701857805252075,0.7372735738754272,17552260.0,0.3165498375892639,0.4808778464794159
60,0.47165676951408386,0.3763003349304199,18969108.0,0.6995654106140137,0.8232285976409912
65,0.5271492600440979,0.37870386242866516,19795430.0,0.6188150644302368,0.7645284533500671
70,0.42553937435150146,0.351740300655365,17827952.0,0.7093791365623474,0.8299845457077026
75,0.5493208169937134,0.6145263910293579,19106480.0,0.3970320522785187,0.5683936476707458
80,0.47648918628692627,0.4647555351257324,17967424.0,0.5214354991912842,0.6854520440101624
85,0.47867241501808167,0.7220296263694763,16695792.0,0.33181214332580566,0.49828672409057617
90,0.42891761660575867,0.3325422704219818,19262504.0,0.6997385025024414,0.8233484029769897
95,0.3596462607383728,0.3293698728084564,20678184.0,0.7055968046188354,0.8273899555206299
100,0.3967595100402832,0.4013890326023102,19380218.0,0.5765352845191956,0.731395423412323
