epoch,LossTrain/Training_loss,LossTrain/Training_rmse_loss_severity,LossTrain/Training_loss_delineation,LossVal/Validation_loss,LossVal/Validation_rmse_loss_severity,LossVal/Validation_loss_delineation,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics_Delineation/IOU,metrics_Delineation/F1,metrics_Grading/F1,metrics_Grading/IOU
2,0.13504920899868011,0.2694856822490692,0.058159179985523224,0.144914448261261,0.2837637662887573,0.06076958402991295,0.0003000000142492354,0.43017566204071045,0.28897738456726074,0.4483824074268341,0.17306047677993774,0.1442422866821289
4,0.10757149010896683,0.24328745901584625,0.045102424919605255,0.2543133795261383,0.37751179933547974,0.11059097200632095,0.0003000000142492354,0.4243693947792053,0.3649326264858246,0.5347262620925903,0.14800338447093964,0.08494900912046432
6,0.0922820046544075,0.22732284665107727,0.03779209405183792,0.0931621566414833,0.22332961857318878,0.03941660374403,0.0003000000142492354,0.43686965107917786,0.6373395919799805,0.7785062789916992,0.3606923520565033,0.2895790934562683
8,0.09353440999984741,0.22991469502449036,0.03791630268096924,0.09006023406982422,0.21955588459968567,0.038820065557956696,0.0003000000142492354,0.41450339555740356,0.6840364933013916,0.8123772740364075,0.36987847089767456,0.29977792501449585
10,0.09453783929347992,0.22547763586044312,0.04020531475543976,0.1235489621758461,0.25772470235824585,0.05537628009915352,0.0003000000142492354,0.41927340626716614,0.5137978792190552,0.6788196563720703,0.3328568935394287,0.24327149987220764
12,0.08288402855396271,0.21181243658065796,0.03519793227314949,0.08295227587223053,0.2028266340494156,0.03562147170305252,0.0003000000142492354,0.41720765829086304,0.6524132490158081,0.7896490693092346,0.380603164434433,0.3019295334815979
14,0.07931935042142868,0.20902176201343536,0.032767340540885925,0.07333046197891235,0.1914418488740921,0.03305596485733986,0.0003000000142492354,0.4133465588092804,0.7441707849502563,0.8533233404159546,0.41877350211143494,0.32838553190231323
16,0.07524791359901428,0.2031760960817337,0.031404759734869,0.07124797254800797,0.1869838833808899,0.03135098144412041,0.0003000000142492354,0.4357239902019501,0.7191289663314819,0.8366200923919678,0.36127176880836487,0.28491806983947754
18,0.07143380492925644,0.20005354285240173,0.029180852696299553,0.08453849703073502,0.19555090367794037,0.037665750831365585,0.0003000000142492354,0.43708956241607666,0.6323513388633728,0.7747735977172852,0.37157097458839417,0.2954701781272888
20,0.07386985421180725,0.2016136348247528,0.03082464076578617,0.08159393817186356,0.19211077690124512,0.036504101008176804,0.0003000000142492354,0.42683979868888855,0.6499919891357422,0.7878729104995728,0.36972230672836304,0.30207693576812744
22,0.0728844404220581,0.1992606818675995,0.03069697692990303,0.0942278504371643,0.23219142854213715,0.03830099105834961,0.0003000000142492354,0.4264557659626007,0.7080691456794739,0.8290871977806091,0.3275243639945984,0.2268505096435547
24,0.06453611701726913,0.18993866443634033,0.02618112601339817,0.07114915549755096,0.17812734842300415,0.03210613504052162,2.9999999242136255e-05,0.42958158254623413,0.7007582783699036,0.824053943157196,0.3841295838356018,0.312588632106781
26,0.06434666365385056,0.18739745020866394,0.027270063757896423,0.07363899797201157,0.17839422821998596,0.03344261646270752,2.9999999242136255e-05,0.4160691201686859,0.6826801300048828,0.8114199638366699,0.3968143165111542,0.3228462338447571
28,0.0668344497680664,0.1912158876657486,0.02797180786728859,0.07369039207696915,0.17748050391674042,0.03367547318339348,2.9999999242136255e-05,0.4156244099140167,0.677708089351654,0.8078975677490234,0.38872620463371277,0.31196099519729614
30,0.0628635361790657,0.18741551041603088,0.025428038090467453,0.07339070737361908,0.17608857154846191,0.033606912940740585,2.9999999242136255e-05,0.42753708362579346,0.6839871406555176,0.8123425245285034,0.39553213119506836,0.3223073184490204
32,0.0642503947019577,0.18867123126983643,0.026417745277285576,0.06524542719125748,0.16999739408493042,0.029233794659376144,2.9999999242136255e-05,0.4326278269290924,0.7171778082847595,0.8352981805801392,0.3883761763572693,0.3149757981300354
34,0.06502404063940048,0.18955478072166443,0.026884524151682854,0.062888003885746,0.17038001120090485,0.027865471318364143,2.9999999242136255e-05,0.4129965603351593,0.7347820997238159,0.8471174836158752,0.3949792981147766,0.3154148459434509
36,0.0636085569858551,0.1861732304096222,0.02669297531247139,0.07470474392175674,0.17669880390167236,0.034474071115255356,2.9999999242136255e-05,0.42670437693595886,0.681466281414032,0.8105619549751282,0.38494011759757996,0.316321462392807
38,0.06198955327272415,0.18568076193332672,0.025374487042427063,0.06375667452812195,0.16958625614643097,0.028612127527594566,2.9999999242136255e-05,0.4240494966506958,0.7331610918045044,0.8460391759872437,0.40599170327186584,0.3306492269039154
40,0.06501378864049911,0.18912994861602783,0.026817599311470985,0.07087208330631256,0.17354853451251984,0.03236806020140648,2.9999999242136255e-05,0.4261801242828369,0.6963947415351868,0.8210290670394897,0.40614455938339233,0.3284088969230652
42,0.06101948395371437,0.18482041358947754,0.024574585258960724,0.07161275297403336,0.17503605782985687,0.03241423889994621,2.9999999242136255e-05,0.42058202624320984,0.6904889345169067,0.8169102668762207,0.39608144760131836,0.3234096169471741
44,0.061370428651571274,0.18599969148635864,0.024621285498142242,0.07831374555826187,0.17713342607021332,0.03661260008811951,2.9999999242136255e-05,0.4474968910217285,0.6686474084854126,0.8014244437217712,0.3809117078781128,0.31315940618515015
46,0.05928059667348862,0.18237248063087463,0.023752570152282715,0.06469989567995071,0.17202256619930267,0.028599876910448074,3.000000106112566e-06,0.41445109248161316,0.726021409034729,0.8412657976150513,0.4031522870063782,0.32399141788482666
48,0.05826963856816292,0.1795596182346344,0.02387738786637783,0.07250235974788666,0.1749582439661026,0.03307032585144043,3.000000106112566e-06,0.4204641878604889,0.6899010539054871,0.8164986968040466,0.395407110452652,0.32096537947654724
50,0.06169722601771355,0.18696102499961853,0.024529768154025078,0.06927533447742462,0.17284531891345978,0.03128636255860329,3.000000106112566e-06,0.4218473732471466,0.70257967710495,0.8253119587898254,0.3981843888759613,0.32232362031936646
52,0.05556998774409294,0.17346616089344025,0.023417530581355095,0.06738826632499695,0.17165759205818176,0.030311577022075653,3.000000106112566e-06,0.42000213265419006,0.7095835208892822,0.8301244974136353,0.39669251441955566,0.3206944465637207
54,0.06072693318128586,0.1841447353363037,0.02469095028936863,0.07084260880947113,0.1740158051252365,0.03214797005057335,3.000000106112566e-06,0.437427818775177,0.6978309750556946,0.8220264315605164,0.39293330907821655,0.3212457299232483
56,0.05675128102302551,0.1771049052476883,0.023530632257461548,0.07225567102432251,0.17434239387512207,0.03295348584651947,3.000000106112566e-06,0.44043251872062683,0.6929625868797302,0.8186389803886414,0.3889755606651306,0.3196015954017639
58,0.067618228495121,0.19319534301757812,0.027792392298579216,0.06655897200107574,0.16978509724140167,0.02999773621559143,3.000000106112566e-06,0.42119473218917847,0.7115491628646851,0.8314679861068726,0.3988400995731354,0.325276255607605
60,0.05770281329751015,0.17909112572669983,0.023382345214486122,0.07020751386880875,0.17158210277557373,0.032084304839372635,3.000000106112566e-06,0.44558781385421753,0.6995019316673279,0.823184609413147,0.39149951934814453,0.32137995958328247
62,0.06289097666740417,0.1867915242910385,0.02573014795780182,0.06752476096153259,0.17057329416275024,0.030510475859045982,3.000000106112566e-06,0.4309181869029999,0.7097123265266418,0.8302125334739685,0.39439406991004944,0.3229823410511017
64,0.06161075830459595,0.18469282984733582,0.025228984653949738,0.06807243078947067,0.17078109085559845,0.030877796933054924,3.000000106112566e-06,0.42458561062812805,0.706334114074707,0.8278965950012207,0.39801400899887085,0.3227155804634094
66,0.059064753353595734,0.18085798621177673,0.024305244907736778,0.06618191301822662,0.1707320511341095,0.02967872843146324,3.000000106112566e-06,0.4231162667274475,0.7160813212394714,0.8345540761947632,0.39914166927337646,0.3254740536212921
68,0.05773799121379852,0.17990782856941223,0.023345153778791428,0.07157368957996368,0.1722424179315567,0.03275301307439804,3.000000106112566e-07,0.4454527199268341,0.6926959156990051,0.8184528946876526,0.39101237058639526,0.3209633231163025
70,0.05699152499437332,0.1786113828420639,0.023358283564448357,0.06450231373310089,0.1672484576702118,0.02912501059472561,3.000000106112566e-07,0.4176511764526367,0.7231259942054749,0.8393188118934631,0.40079498291015625,0.32637089490890503
72,0.05661851540207863,0.17621010541915894,0.0236106738448143,0.06650961935520172,0.1695822924375534,0.02997555583715439,3.000000106112566e-07,0.42336148023605347,0.7125757336616516,0.832168459892273,0.3983268141746521,0.3257346451282501
74,0.06288796663284302,0.18734879791736603,0.025608211755752563,0.06814004480838776,0.17118781805038452,0.030774977058172226,3.000000106112566e-07,0.4190574288368225,0.7074759602546692,0.8286804556846619,0.3967205286026001,0.32407134771347046
76,0.05755947530269623,0.1814068704843521,0.022734440863132477,0.0664367526769638,0.16925965249538422,0.030049705877900124,3.000000106112566e-07,0.4277573525905609,0.712897539138794,0.8323878049850464,0.39800673723220825,0.3251941204071045
78,0.06359760463237762,0.18921422958374023,0.025582024827599525,0.06905893236398697,0.1712513417005539,0.03142966702580452,3.000000106112566e-07,0.42640116810798645,0.7038502097129822,0.8261879086494446,0.39775389432907104,0.3244430124759674
80,0.06485800445079803,0.19156478345394135,0.026021895930171013,0.06928908079862595,0.1707722246646881,0.031588342040777206,3.000000106112566e-07,0.4337746500968933,0.7020021677017212,0.8249133825302124,0.3942149877548218,0.32243871688842773
82,0.06616014242172241,0.19151204824447632,0.027138127014040947,0.06852654367685318,0.17018643021583557,0.031186815351247787,3.000000106112566e-07,0.4275849163532257,0.7039772272109985,0.8262754082679749,0.3974533975124359,0.32427823543548584
84,0.06359528750181198,0.18754011392593384,0.02604357898235321,0.06932538747787476,0.17101943492889404,0.03160624951124191,3.000000106112566e-07,0.4103824198246002,0.7009215950965881,0.8241668343544006,0.397541880607605,0.32383430004119873
86,0.06488709151744843,0.19093547761440277,0.02615644410252571,0.068040631711483,0.1705307513475418,0.030819080770015717,3.000000106112566e-07,0.40952056646347046,0.7056578397750854,0.8274319171905518,0.3970232903957367,0.3214802145957947
88,0.060044024139642715,0.18355195224285126,0.024400854483246803,0.06465470790863037,0.16864658892154694,0.028989393264055252,3.000000106112566e-07,0.4217693507671356,0.7226328253746033,0.8389863967895508,0.3999069333076477,0.3252074718475342
90,0.06822416186332703,0.1942613422870636,0.027864573523402214,0.06757533550262451,0.16835997998714447,0.03094201348721981,2.999999892949745e-08,0.4240102469921112,0.708976686000824,0.8297090530395508,0.3952464163303375,0.31924372911453247
92,0.05990750715136528,0.1829836368560791,0.024303998798131943,0.06945828348398209,0.17046552896499634,0.03180693835020065,2.999999892949745e-08,0.44198790192604065,0.7010718584060669,0.8242707252502441,0.39558857679367065,0.322194904088974
94,0.05636819824576378,0.17566561698913574,0.023758146911859512,0.06909630447626114,0.17096562683582306,0.031422704458236694,2.999999892949745e-08,0.434742271900177,0.7014411687850952,0.8245259523391724,0.39765211939811707,0.3245276212692261
96,0.05906102806329727,0.1821632981300354,0.02395976521074772,0.0711163580417633,0.17152316868305206,0.032549574971199036,2.999999892949745e-08,0.45626506209373474,0.6933642625808716,0.8189192414283752,0.38948264718055725,0.3208942115306854
98,0.06032680347561836,0.18438081443309784,0.02433542162179947,0.06857011467218399,0.17050455510616302,0.031195444986224174,2.999999892949745e-08,0.43253010511398315,0.7046818137168884,0.826760470867157,0.39477837085723877,0.3238968253135681
100,0.06380314379930496,0.1904272437095642,0.025357993319630623,0.0693989098072052,0.17136450111865997,0.03156660124659538,2.999999892949745e-08,0.43096238374710083,0.7023800015449524,0.8251741528511047,0.3935938775539398,0.32232120633125305
