epoch,Training_loss,Validation_loss,Burned_pixels,IOU,F1
3,2.713122844696045,1.1391059160232544,18226408.0,0.2064012587070465,0.34217679500579834
6,2.4692041873931885,1.244469404220581,17886464.0,0.09662193059921265,0.17621739208698273
9,2.483231782913208,1.2135250568389893,19263520.0,0.16486576199531555,0.28306394815444946
12,2.271995782852173,1.1919610500335693,18418636.0,0.20355422794818878,0.3382551670074463
15,2.2692136764526367,1.1173678636550903,19624016.0,0.239594504237175,0.38656917214393616
18,1.992565393447876,1.1356110572814941,17964300.0,0.24201954901218414,0.3897193968296051
21,2.0305402278900146,1.1088367700576782,19404116.0,0.27280840277671814,0.42867162823677063
24,1.868851900100708,1.0494053363800049,18424880.0,0.30183207988739014,0.46370354294776917
27,1.837296724319458,1.0290606021881104,18817308.0,0.309958815574646,0.4732344150543213
30,1.6346685886383057,0.995745062828064,17023756.0,0.3202945590019226,0.48518651723861694
33,1.7441577911376953,1.0188411474227905,19128812.0,0.3061444163322449,0.46877577900886536
36,1.5674707889556885,1.0204435586929321,17935754.0,0.30608195066452026,0.4687025249004364
39,1.6319953203201294,0.9714280962944031,20093436.0,0.3324848711490631,0.49904486536979675
42,1.4103059768676758,0.996962308883667,17085634.0,0.29425957798957825,0.45471495389938354
45,1.3687701225280762,0.965678870677948,18045260.0,0.31919097900390625,0.48391929268836975
48,1.446832299232483,0.9373810291290283,18808898.0,0.32010823488235474,0.48497268557548523
51,1.3994778394699097,0.959865152835846,18600664.0,0.3016960322856903,0.46354302763938904
54,1.2433338165283203,0.929118812084198,18333460.0,0.3212953507900238,0.4863338768482208
57,1.1862304210662842,0.9511128067970276,17512428.0,0.2995030879974365,0.46095019578933716
60,1.391054630279541,0.9081266522407532,18417116.0,0.31038978695869446,0.47373661398887634
63,1.2346572875976562,0.9145168662071228,17778920.0,0.3075086772441864,0.47037339210510254
66,1.2293145656585693,0.9250788688659668,18637262.0,0.3012300431728363,0.462992787361145
69,1.1154417991638184,0.9040594100952148,17612932.0,0.30770257115364075,0.4706002175807953
72,1.02247154712677,0.9047077298164368,16620491.0,0.3091599941253662,0.4723028242588043
75,1.2365999221801758,0.9021404981613159,19692232.0,0.29678741097450256,0.4577271640300751
78,1.1759871244430542,0.8701536655426025,19475828.0,0.31978678703308105,0.48460373282432556
81,1.0640355348587036,0.872775137424469,19000548.0,0.3198893368244171,0.48472148180007935
84,1.1448832750320435,0.8471528887748718,21212414.0,0.3320901095867157,0.4986000657081604
87,1.2055017948150635,0.8600684404373169,20557088.0,0.31413519382476807,0.47808656096458435
90,1.0413213968276978,0.8906343579292297,18366588.0,0.29331764578819275,0.4535894989967346
93,1.033984661102295,0.8686749339103699,19735160.0,0.30979692935943604,0.4730457365512848
96,1.0206170082092285,0.852835476398468,19260840.0,0.31389859318733215,0.4778124988079071
99,0.9811851978302002,0.8812374472618103,18923454.0,0.2908563017845154,0.45064082741737366
102,0.9453518390655518,0.8534620404243469,19534632.0,0.316663920879364,0.48100951313972473
