epoch,Loss/Training_loss,Loss/Validation_loss,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics/IOU,metrics/F1
2,0.3399941027164459,0.2120380699634552,0.0003000000142492354,0.383094847202301,0.6877515912055969,0.8149914145469666
4,0.3292801082134247,0.1447717845439911,0.0002967330801766366,0.3766147196292877,0.8425866961479187,0.9145693182945251
6,0.33025798201560974,0.29908013343811035,0.0002870750322472304,0.3881778419017792,0.5744056105613708,0.72967928647995
8,0.2928208112716675,0.15593364834785461,0.00027144805062562227,0.37977269291877747,0.8260056376457214,0.9047130942344666
10,0.26215505599975586,0.1378244161605835,0.00025053502758964896,0.38622260093688965,0.8432316780090332,0.9149492383003235
12,0.2827635407447815,0.18546685576438904,0.00022524999803863466,0.38876500725746155,0.7793039679527283,0.8759649395942688
14,0.273462176322937,0.10684250295162201,0.00019669803441502154,0.38564833998680115,0.858168363571167,0.9236712455749512
16,0.2615507245063782,0.1268608570098877,0.00016612700710538775,0.3848780393600464,0.8328404426574707,0.9087975025177002
18,0.24090102314949036,0.13381850719451904,0.00013487300020642579,0.38562262058258057,0.8128705024719238,0.896777331829071
20,0.24808216094970703,0.09713683277368546,0.00010430195834487677,0.38311833143234253,0.8566077947616577,0.9227665066719055
22,0.24028845131397247,0.10405858606100082,7.575000199722126e-05,0.3791368305683136,0.8464725017547607,0.9168535470962524
24,0.24341535568237305,0.10407417267560959,5.0464976084185764e-05,0.38347411155700684,0.855258584022522,0.9219831824302673
26,0.2219904661178589,0.08894737809896469,2.9551958505180664e-05,0.3891984522342682,0.8702861666679382,0.9306449294090271
28,0.21584025025367737,0.09745574742555618,1.3924954146204982e-05,0.38318273425102234,0.8609552979469299,0.9252831935882568
30,0.2204502671957016,0.1085125207901001,4.266933501639869e-06,0.38466787338256836,0.8529629111289978,0.9206475615501404
32,0.23273804783821106,0.1003497838973999,9.999999974752427e-07,0.38208720088005066,0.8534736037254333,0.9209449887275696
34,0.22567379474639893,0.09491924196481705,4.266933501639869e-06,0.3749387562274933,0.8645827174186707,0.9273738861083984
36,0.24308571219444275,0.11277980357408524,1.3924954146204982e-05,0.38306424021720886,0.8481082916259766,0.9178122878074646
38,0.23241335153579712,0.08544591814279556,2.9551958505180664e-05,0.37480905652046204,0.8687726259231567,0.9297787547111511
40,0.2274032086133957,0.15147408843040466,5.0464976084185764e-05,0.38456135988235474,0.7894335389137268,0.8823278546333313
42,0.24009883403778076,0.09417333453893661,7.575000199722126e-05,0.38708561658859253,0.8642197251319885,0.9271650314331055
44,0.22960184514522552,0.09055192023515701,0.00010430195834487677,0.37789732217788696,0.8701515793800354,0.9305679798126221
46,0.2289465218782425,0.14428147673606873,0.00013487300020642579,0.38781294226646423,0.7700088024139404,0.8700621128082275
48,0.2298622727394104,0.13314782083034515,0.00016612700710538775,0.37719735503196716,0.8272550106048584,0.9054619669914246
50,0.25272220373153687,0.09388930350542068,0.00019669803441502154,0.37998300790786743,0.8550849556922913,0.921882152557373
52,0.24490228295326233,0.34019312262535095,0.00022524999803863466,0.38470926880836487,0.5285536646842957,0.6915736198425293
54,0.2625614404678345,0.13643592596054077,0.00025053502758964896,0.38423705101013184,0.7878534197807312,0.8813400864601135
56,0.24577286839485168,0.13047799468040466,0.00027144805062562227,0.37577560544013977,0.824836015701294,0.9040111303329468
58,0.24109488725662231,0.09585709124803543,0.0002870750322472304,0.385439932346344,0.8588402271270752,0.9240603446960449
60,0.25257405638694763,0.08998245745897293,0.0002967330801766366,0.3802957534790039,0.863660991191864,0.9268434047698975
62,0.27689027786254883,0.13876678049564362,0.0003000000142492354,0.3902395963668823,0.8267341256141663,0.9051499366760254
64,0.2322017401456833,0.15341655910015106,0.0002967330801766366,0.38251256942749023,0.7954636812210083,0.8860816359519958
66,0.26129570603370667,0.10066798329353333,0.0002870750322472304,0.3868921995162964,0.8555022478103638,0.9221246838569641
68,0.22360508143901825,0.08641964942216873,0.00027144805062562227,0.3736594319343567,0.8702805042266846,0.9306416511535645
70,0.2442820966243744,0.08439990133047104,0.00025053502758964896,0.3931480646133423,0.859853982925415,0.92464679479599
72,0.23129835724830627,0.13288749754428864,0.00022524999803863466,0.3868131935596466,0.80501389503479,0.8919752836227417
74,0.24540720880031586,0.16043522953987122,0.00019669803441502154,0.3892103433609009,0.788924515247345,0.8820098042488098
76,0.22839690744876862,0.11320189386606216,0.00016612700710538775,0.3893240690231323,0.8291183710098267,0.9065771102905273
78,0.21249791979789734,0.09344200789928436,0.00013487300020642579,0.3901830315589905,0.8619133830070496,0.9258361458778381
80,0.2027277946472168,0.09958858042955399,0.00010430195834487677,0.3869752883911133,0.8335504531860352,0.9092200994491577
82,0.20286346971988678,0.09791864454746246,7.575000199722126e-05,0.38675457239151,0.8398690223693848,0.9129661321640015
84,0.2010168433189392,0.10288414359092712,5.0464976084185764e-05,0.3814781606197357,0.831194281578064,0.9078166484832764
86,0.1932368129491806,0.09531976282596588,2.9551958505180664e-05,0.37222835421562195,0.839654803276062,0.9128394722938538
88,0.2005583941936493,0.09287150949239731,1.3924954146204982e-05,0.3804672360420227,0.8446081876754761,0.9157589077949524
90,0.21217606961727142,0.09096544235944748,4.266933501639869e-06,0.38335272669792175,0.8477115035057068,0.9175799489021301
92,0.20503519475460052,0.08764832466840744,9.999999974752427e-07,0.3739686608314514,0.8537372946739197,0.9210984706878662
94,0.19014348089694977,0.08951430767774582,4.266933501639869e-06,0.38080787658691406,0.8466611504554749,0.9169642329216003
