epoch,Loss/Training_loss,Loss/Validation_loss,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics/IOU,metrics/F1
2,0.3623815178871155,0.21035142242908478,0.0003000000142492354,0.41806185245513916,0.7520509362220764,0.8584806323051453
4,0.3137010335922241,0.15219643712043762,0.0002967330801766366,0.40854334831237793,0.8072842955589294,0.8933672904968262
6,0.3037560284137726,0.3276083469390869,0.0002870750322472304,0.3996277153491974,0.5417665243148804,0.7027867436408997
8,0.3047012984752655,0.351055383682251,0.00027144805062562227,0.4132784605026245,0.44900190830230713,0.6197395324707031
10,0.2610683739185333,0.2769705355167389,0.00025053502758964896,0.40007683634757996,0.7106313705444336,0.830841064453125
12,0.24747143685817719,0.6376335620880127,0.00022524999803863466,0.41745999455451965,0.2897583246231079,0.4493219256401062
14,0.26639190316200256,0.11555561423301697,0.00019669803441502154,0.42227405309677124,0.8324371576309204,0.9085573554039001
16,0.23866312205791473,0.08644387125968933,0.00016612700710538775,0.4052358865737915,0.8733221292495728,0.9323778748512268
18,0.24711598455905914,0.1690710484981537,0.00013487300020642579,0.3998209536075592,0.7373766899108887,0.8488391637802124
20,0.2383529543876648,0.147692009806633,0.00010430195834487677,0.40031537413597107,0.7810819745063782,0.8770871162414551
22,0.23546764254570007,0.19297035038471222,7.575000199722126e-05,0.3958667516708374,0.6944481134414673,0.8196746110916138
24,0.22411563992500305,0.08606363832950592,5.046497972216457e-05,0.409283846616745,0.8683964014053345,0.9295632839202881
26,0.22098857164382935,0.17963264882564545,2.9551958505180664e-05,0.40856361389160156,0.7245755791664124,0.840294361114502
28,0.21664124727249146,0.09491772949695587,1.392495323671028e-05,0.4036579132080078,0.8469461798667908,0.9171314835548401
30,0.20526641607284546,0.0866723507642746,4.266933501639869e-06,0.4312615692615509,0.8651447892189026,0.9276971817016602
32,0.22910533845424652,0.1783037781715393,0.00018000000272877514,0.4110579490661621,0.722297191619873,0.8387601971626282
34,0.2387840449810028,0.23657776415348053,0.00017804419621825218,0.4110568165779114,0.61448073387146,0.7612115740776062
36,0.2318819910287857,0.10315379500389099,0.00017226231284439564,0.4233323633670807,0.8401675224304199,0.9131424427032471
38,0.2427743822336197,0.11629745364189148,0.00016290701751131564,0.4073677659034729,0.8207232356071472,0.9015354514122009
40,0.23214364051818848,0.13589994609355927,0.00015038718993309885,0.4062159061431885,0.7828615307807922,0.8782079219818115
42,0.25996384024620056,0.13466443121433258,0.00013524999667424709,0.41056445240974426,0.7915387153625488,0.8836411237716675
44,0.23083354532718658,0.1760505586862564,0.0001181570187327452,0.40711671113967896,0.741478443145752,0.8515505790710449
46,0.21688902378082275,0.0879891887307167,9.985530050471425e-05,0.4074946641921997,0.8638619184494019,0.9269590377807617
48,0.19262222945690155,0.24383991956710815,8.114470256259665e-05,0.4129026532173157,0.6140892505645752,0.7609111666679382
50,0.20396104454994202,0.09210182726383209,6.284297705860808e-05,0.4044942855834961,0.8623344302177429,0.9260789752006531
52,0.1946140080690384,0.08782944083213806,4.57499991171062e-05,0.42213174700737,0.8503918647766113,0.919147789478302
54,0.19558118283748627,0.1174250915646553,3.061280949623324e-05,0.41417616605758667,0.801615297794342,0.8898850679397583
56,0.19342079758644104,0.08654644340276718,1.809297828003764e-05,0.40539246797561646,0.8572916984558105,0.9231632351875305
58,0.19713246822357178,0.09515143185853958,8.737681127968244e-06,0.40848925709724426,0.8358460068702698,0.9105839729309082
60,0.19246305525302887,0.09075429290533066,2.9557897960330592e-06,0.41009974479675293,0.8456284403800964,0.916358232498169
62,0.2038733959197998,0.08516035228967667,0.00010800000018207356,0.41250720620155334,0.8665698170661926,0.9285157918930054
64,0.2225639373064041,0.09270582348108292,0.00010683089931262657,0.4056892395019531,0.8500015735626221,0.9189198613166809
66,0.19945089519023895,0.12505044043064117,0.00010337468120269477,0.40710127353668213,0.7688941359519958,0.8693500757217407
68,0.20816738903522491,0.08469681441783905,9.778240928426385e-05,0.41832125186920166,0.8582606911659241,0.9237247705459595
70,0.19661089777946472,0.11231955885887146,9.029849024955183e-05,0.4120677411556244,0.8214708566665649,0.901986300945282
72,0.21156379580497742,0.08565813302993774,8.125000022118911e-05,0.4142158031463623,0.8671415448188782,0.9288439154624939
74,0.18426986038684845,0.09098352491855621,7.10324093233794e-05,0.42082664370536804,0.8391852974891663,0.9125619530677795
76,0.20160748064517975,0.09927670657634735,6.0092272178735584e-05,0.41320353746414185,0.8183165788650513,0.9000815153121948
78,0.18314185738563538,0.07613427191972733,4.8907728341873735e-05,0.4115898907184601,0.8699039220809937,0.9304262399673462
80,0.18459638953208923,0.08951406925916672,3.796759119722992e-05,0.4091763496398926,0.8483441472053528,0.917950451374054
82,0.1761249452829361,0.11635012924671173,2.7750000299420208e-05,0.41635268926620483,0.8070336580276489,0.8932137489318848
84,0.19280265271663666,0.08704180270433426,1.870151209004689e-05,0.3999050557613373,0.8464221358299255,0.9168241024017334
86,0.17171938717365265,0.0887523740530014,1.121759123634547e-05,0.397443950176239,0.8510161638259888,0.9195123910903931
88,0.19870570302009583,0.08199205994606018,5.625317953672493e-06,0.4131399393081665,0.8574581742286682,0.9232597351074219
90,0.18448133766651154,0.07918214052915573,2.1691032543458277e-06,0.42309901118278503,0.8629017472267151,0.9264060854911804
