epoch,Loss/Training_loss,Loss/Validation_loss,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics/IOU,metrics/F1
2,0.156029611825943,0.330740362405777,0.0002967330801766366,0.3919093906879425,0.7117685079574585,0.8316177129745483
4,0.1471870392560959,0.2894093692302704,0.0002870750322472304,0.39292770624160767,0.8189718723297119,0.9004778265953064
6,0.13675819337368011,0.26764512062072754,0.00027144805062562227,0.3898218274116516,0.7450287938117981,0.853887140750885
8,0.12965553998947144,0.2528732419013977,0.00025053502758964896,0.39506179094314575,0.8292582631111145,0.9066606760025024
10,0.11407661437988281,0.22310411930084229,0.00022524999803863466,0.39244863390922546,0.8493633270263672,0.9185466170310974
12,0.10767565667629242,0.20845529437065125,0.00019669803441502154,0.40085214376449585,0.8322307467460632,0.9084344506263733
14,0.11586533486843109,0.19774851202964783,0.00016612700710538775,0.40352392196655273,0.8062936663627625,0.8927602767944336
16,0.11668100208044052,0.2471843808889389,0.00013487300020642579,0.3897063136100769,0.7986937761306763,0.8880820274353027
18,0.1126277819275856,0.1870114803314209,0.00010430195834487677,0.40378129482269287,0.860382616519928,0.9249522686004639
20,0.09592100232839584,0.18870678544044495,7.575000199722126e-05,0.3977891206741333,0.8431131839752197,0.9148793816566467
22,0.10851005464792252,0.18557223677635193,5.0464976084185764e-05,0.40107616782188416,0.8574390411376953,0.9232486486434937
24,0.09365944564342499,0.1898839771747589,2.9551958505180664e-05,0.395259290933609,0.8460789322853088,0.9166227579116821
26,0.10078015923500061,0.18900826573371887,1.3924954146204982e-05,0.38978248834609985,0.8569307327270508,0.9229540228843689
28,0.10306480526924133,0.19477102160453796,4.266933501639869e-06,0.39765480160713196,0.8571427464485168,0.923076868057251
30,0.09376563876867294,0.18990913033485413,9.999999974752427e-07,0.3975663185119629,0.8613028526306152,0.9254838824272156
32,0.09187326580286026,0.18986187875270844,4.266933501639869e-06,0.4024016857147217,0.8557772636413574,0.9222844243049622
34,0.0926758274435997,0.19046668708324432,1.3924954146204982e-05,0.3868440091609955,0.8505707383155823,0.919252336025238
36,0.09541438519954681,0.18893840909004211,2.9551958505180664e-05,0.39526495337486267,0.8602963089942932,0.9249023795127869
38,0.09898122400045395,0.19333049654960632,5.0464976084185764e-05,0.3978087604045868,0.8400017619132996,0.9130445122718811
40,0.10029976069927216,0.1901354044675827,7.575000199722126e-05,0.4096599221229553,0.8493218421936035,0.9185224771499634
42,0.10663427412509918,0.19779133796691895,0.00010430195834487677,0.39220690727233887,0.8411874771118164,0.9137445092201233
44,0.11053021252155304,0.18735209107398987,0.00013487300020642579,0.38975295424461365,0.8467455506324768,0.9170137643814087
46,0.12646831572055817,0.18990293145179749,0.00016612700710538775,0.3916936218738556,0.8655543923377991,0.927932620048523
48,0.10807809978723526,0.37987929582595825,0.00019669803441502154,0.39303717017173767,0.7634214162826538,0.8658410906791687
50,0.11083657294511795,0.2239987701177597,0.00022524999803863466,0.4095688760280609,0.8546931743621826,0.921654462814331
52,0.10409911721944809,0.1837727278470993,0.00025053502758964896,0.3893515467643738,0.8643692135810852,0.9272511601448059
54,0.10941791534423828,0.17882515490055084,0.00027144805062562227,0.4001624286174774,0.8674107193946838,0.9289983510971069
56,0.10816773027181625,0.20236799120903015,0.0002870750322472304,0.38925427198410034,0.820764422416687,0.9015602469444275
58,0.11557468771934509,0.25911945104599,0.0002967330801766366,0.393038272857666,0.7387781739234924,0.8497670292854309
60,0.11355643719434738,0.19184792041778564,0.0003000000142492354,0.39426353573799133,0.8326429128646851,0.9086799025535583
62,0.11525586247444153,0.2630721926689148,0.0002967330801766366,0.3906894326210022,0.8517894148826599,0.9199635982513428
64,0.10661400109529495,0.20304426550865173,0.0002870750322472304,0.3896833658218384,0.8217796087265015,0.902172327041626
66,0.10723337531089783,0.19366292655467987,0.00027144805062562227,0.3917653262615204,0.8222267627716064,0.9024417400360107
68,0.11210184544324875,0.19178952276706696,0.00025053502758964896,0.3825456202030182,0.8305420875549316,0.9074274301528931
70,0.11121219396591187,0.21583686769008636,0.00022524999803863466,0.40134158730506897,0.8682635426521301,0.9294872283935547
72,0.1005595400929451,0.1781255453824997,0.00019669803441502154,0.39406919479370117,0.8649312257766724,0.9275744557380676
74,0.10114394128322601,0.17078250646591187,0.00016612700710538775,0.40418118238449097,0.8696362376213074,0.930273175239563
76,0.09469424933195114,0.17493653297424316,0.00013487300020642579,0.3863058090209961,0.8679589629173279,0.9293125867843628
78,0.10064202547073364,0.20799586176872253,0.00010430195834487677,0.3987034857273102,0.8652612566947937,0.9277642369270325
80,0.1112169399857521,0.17393966019153595,7.575000199722126e-05,0.39532873034477234,0.8681676983833313,0.9294323325157166
82,0.08081647753715515,0.1774987131357193,5.0464976084185764e-05,0.40030139684677124,0.8698049187660217,0.9303696751594543
84,0.08687932789325714,0.17570999264717102,2.9551958505180664e-05,0.39392805099487305,0.873846709728241,0.9326767921447754
86,0.09194210171699524,0.1762779951095581,1.3924954146204982e-05,0.3934641480445862,0.8683727383613586,0.9295498132705688
88,0.09518992155790329,0.17299365997314453,4.266933501639869e-06,0.40111804008483887,0.8698053956031799,0.9303699731826782
90,0.08538943529129028,0.17530910670757294,9.999999974752427e-07,0.387317419052124,0.8696902394294739,0.9303040504455566
92,0.10016726702451706,0.17314453423023224,4.266933501639869e-06,0.3925419747829437,0.8707024455070496,0.93088299036026
94,0.09231749176979065,0.17305785417556763,1.3924954146204982e-05,0.3953317403793335,0.8697206377983093,0.9303215742111206
96,0.08471813797950745,0.17055805027484894,2.9551958505180664e-05,0.39555078744888306,0.8681308627128601,0.9294112324714661
98,0.08679556101560593,0.1811445951461792,5.0464976084185764e-05,0.4009120762348175,0.8724775314331055,0.9318963885307312
100,0.0958232656121254,0.1921473741531372,7.575000199722126e-05,0.39334890246391296,0.8594452738761902,0.9244104027748108
102,0.09215123951435089,0.1744939535856247,0.00010430195834487677,0.3957040309906006,0.8706845045089722,0.9308725595474243
104,0.09505528211593628,0.17621375620365143,0.00013487300020642579,0.3980139493942261,0.8680719137191772,0.9293774366378784
106,0.10114210844039917,0.26569420099258423,0.00016612700710538775,0.4041714370250702,0.7804477214813232,0.8766870498657227
108,0.11169567704200745,0.18729481101036072,0.00019669803441502154,0.3914916217327118,0.8615209460258484,0.9256097674369812
110,0.09818754345178604,0.21332497894763947,0.00022524999803863466,0.3887280225753784,0.8114477396011353,0.8959107398986816
112,0.1074056550860405,0.18177099525928497,0.00025053502758964896,0.3883611857891083,0.8675435185432434,0.9290744662284851
114,0.09402438253164291,0.17920991778373718,0.00027144805062562227,0.3872261345386505,0.8574503064155579,0.923255205154419
116,0.08855830132961273,0.18460038304328918,0.0002870750322472304,0.3858218789100647,0.8582908511161804,0.9237422347068787
118,0.11313418298959732,0.444393128156662,0.0002967330801766366,0.39500200748443604,0.7884162068367004,0.881692111492157
120,0.10560670495033264,0.2752990424633026,0.0003000000142492354,0.38847941160202026,0.8485695123672485,0.9180822372436523
