epoch,LossTrain/Training_loss,LossTrain/Training_rmse_loss_severity,LossTrain/Training_loss_delineation,LossVal/Validation_loss,LossVal/Validation_rmse_loss_severity,LossVal/Validation_loss_delineation,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics_Delineation/IOU,metrics_Delineation/F1,metrics_Grading/F1,metrics_Grading/IOU
2,0.22900433838367462,0.2516133189201355,0.16494661569595337,0.4185110926628113,0.22475390136241913,0.3541651666164398,0.0003000000142492354,0.38338980078697205,0.6469686627388,0.7856478095054626,0.344394713640213,0.2716701030731201
4,0.16283589601516724,0.2120514214038849,0.11749853193759918,0.4128895401954651,0.22966310381889343,0.33514606952667236,0.0003000000142492354,0.38374969363212585,0.6564919352531433,0.7926292419433594,0.3512178361415863,0.28060463070869446
6,0.13558751344680786,0.19425298273563385,0.09797433018684387,0.3884139657020569,0.17589859664440155,0.34592172503471375,0.0003000000142492354,0.3952542245388031,0.6911436319351196,0.8173683285713196,0.365550696849823,0.3038803040981293
8,0.16681908071041107,0.21368370950222015,0.12088338285684586,0.46415016055107117,0.23473338782787323,0.3735489547252655,0.0003000000142492354,0.38555923104286194,0.6060048937797546,0.7546737790107727,0.36716994643211365,0.28478267788887024
10,0.14441561698913574,0.20010919868946075,0.10404909402132034,0.5010636448860168,0.25636860728263855,0.39132818579673767,0.0003000000142492354,0.378042995929718,0.5843203067779541,0.7376290559768677,0.3371850550174713,0.25870293378829956
12,0.13785625994205475,0.19455045461654663,0.0998414009809494,0.35632646083831787,0.20418189465999603,0.2982373833656311,0.0003000000142492354,0.37904417514801025,0.6561679840087891,0.7923930287361145,0.3592342436313629,0.28535521030426025
14,0.11325940489768982,0.17831677198410034,0.0811348631978035,0.5236737728118896,0.25395628809928894,0.41825070977211,0.0003000000142492354,0.37987908720970154,0.5521810054779053,0.7114904522895813,0.3343826234340668,0.25745218992233276
16,0.12467414140701294,0.1910504251718521,0.08792698383331299,0.4378949701786041,0.2628636062145233,0.3166813254356384,0.0003000000142492354,0.3824574053287506,0.6893898248672485,0.8161407113075256,0.3581875264644623,0.2779390215873718
18,0.15065352618694305,0.19782783091068268,0.11044707149267197,0.3843301832675934,0.16219337284564972,0.34448495507240295,0.0003000000142492354,0.3759610056877136,0.6805835366249084,0.8099371790885925,0.37618571519851685,0.3144609332084656
20,0.13577419519424438,0.19454824924468994,0.09736473858356476,0.3621295988559723,0.17495137453079224,0.3198305666446686,0.0003000000142492354,0.38640570640563965,0.6819202899932861,0.8108829855918884,0.36139029264450073,0.2965526282787323
