epoch,Training_loss,Validation_loss,Burned_pixels,IOU,F1
3,1.4514086246490479,1.2083909511566162,16782192.0,0.17641080915927887,0.299913614988327
6,1.1668649911880493,1.011125922203064,14914597.0,0.2394394725561142,0.3863673508167267
9,1.0144764184951782,0.8916184306144714,15458551.0,0.2598276436328888,0.41248127818107605
12,1.0556271076202393,0.8415694832801819,16049451.0,0.2712591886520386,0.42675670981407166
15,0.9675785899162292,0.9066504836082458,15196517.0,0.24152757227420807,0.38908132910728455
18,0.8387060761451721,0.7842829823493958,16015509.0,0.2909266948699951,0.45072534680366516
21,0.7932788133621216,0.7794656157493591,15188669.0,0.29108163714408875,0.450911283493042
24,0.8539969325065613,0.7833827137947083,16853556.0,0.2857113480567932,0.44444090127944946
27,0.9942296743392944,0.7795442938804626,17870892.0,0.28406691551208496,0.44244876503944397
30,0.6766690015792847,0.8036604523658752,16096303.0,0.2700310945510864,0.42523542046546936
33,0.7559441924095154,0.6541569828987122,17001454.0,0.37794265151023865,0.5485607981681824
36,0.8594824075698853,0.9902903437614441,17087454.0,0.234258234500885,0.37959355115890503
39,0.6450489163398743,0.5520358681678772,15167550.0,0.5546735525131226,0.7135563492774963
42,0.62423175573349,0.7685900926589966,15573543.0,0.3093874156475067,0.47256818413734436
45,0.6578311324119568,0.5502269864082336,15911479.0,0.4760907292366028,0.6450697183609009
48,0.592863917350769,0.7948341965675354,14896184.0,0.2953336834907532,0.4559963047504425
51,0.6119953393936157,0.5832771062850952,16042967.0,0.45170649886131287,0.6223111152648926
54,0.49513864517211914,0.5922743082046509,15700658.0,0.6300120949745178,0.7730152606964111
57,0.5037103295326233,0.9859334826469421,16401238.0,0.25041404366493225,0.40052977204322815
60,0.5660725831985474,0.5301385521888733,16646345.0,0.518619179725647,0.6830141544342041
63,0.4795701503753662,0.6870441436767578,16241559.0,0.34671953320503235,0.5149097442626953
66,0.5839134454727173,0.5993125438690186,15647942.0,0.6595772504806519,0.794873833656311
69,0.6060401201248169,0.9001955389976501,15369097.0,0.278018981218338,0.43507805466651917
72,0.5344532132148743,1.0208003520965576,16066519.0,0.2421727031469345,0.38991791009902954
75,0.5011919140815735,0.5981982350349426,14097266.0,0.442638635635376,0.6136514544487
78,0.5840503573417664,0.5502843260765076,16668565.0,0.4890507757663727,0.6568624377250671
81,0.5913666486740112,0.5605695247650146,18431798.0,0.48894476890563965,0.6567668318748474
84,0.46824514865875244,0.5986472964286804,15598738.0,0.5957030057907104,0.7466339468955994
87,0.627164363861084,1.43497633934021,14199156.0,0.21457678079605103,0.3533358871936798
90,0.5702435970306396,0.5533093810081482,17209348.0,0.4965040385723114,0.6635518670082092
93,0.48365262150764465,0.5620689988136292,15316854.0,0.45643502473831177,0.6267839074134827
96,0.5629523992538452,0.6090955138206482,14725608.0,0.41957542300224304,0.5911280512809753
99,0.5674569010734558,0.5701614618301392,15319697.0,0.45985147356987,0.6299976110458374
