epoch,Loss/Training_loss,Loss/Validation_loss,optimizer/Learning_rate,metrics/Burned_pixels_epoch,metrics/IOU,metrics/F1
2,0.35294175148010254,0.3712831735610962,0.0003000000142492354,0.3866431713104248,0.653805136680603,0.7906676530838013
4,0.3671465218067169,0.1451246291399002,0.0002967330801766366,0.39633968472480774,0.7967343926429749,0.8868694305419922
6,0.3223438858985901,0.15888208150863647,0.0002870750322472304,0.3973838686943054,0.7675621509552002,0.8684980869293213
8,0.33049488067626953,0.19237205386161804,0.00027144805062562227,0.3982359766960144,0.7643293142318726,0.8664247393608093
10,0.28016892075538635,0.11204396188259125,0.00025053502758964896,0.3856576979160309,0.8016912937164307,0.8899319171905518
12,0.28284546732902527,0.14540113508701324,0.00022524999803863466,0.4003966748714447,0.808384358882904,0.8940404057502747
14,0.2676830291748047,0.10870184749364853,0.00019669803441502154,0.38671740889549255,0.8282568454742432,0.9060618281364441
16,0.26345759630203247,0.11377926170825958,0.00016612700710538775,0.3710666298866272,0.8164275884628296,0.8989376425743103
18,0.2625896632671356,0.14130426943302155,0.00013487300020642579,0.3930063247680664,0.7690196633338928,0.8694303035736084
20,0.24718813598155975,0.09132595360279083,0.00010430195834487677,0.4039047658443451,0.8605153560638428,0.9250290393829346
22,0.2379433512687683,0.10618487745523453,7.575000199722126e-05,0.3886094391345978,0.8255122303962708,0.9044171571731567
24,0.2399822622537613,0.10292761772871017,5.046497972216457e-05,0.3911300301551819,0.8386023640632629,0.9122171998023987
26,0.24152566492557526,0.1132809966802597,2.9551958505180664e-05,0.4018264412879944,0.8034306764602661,0.8910025954246521
28,0.22600103914737701,0.10514672845602036,1.392495323671028e-05,0.3817044496536255,0.8383464813232422,0.9120658040046692
30,0.22594375908374786,0.1015997976064682,4.266933501639869e-06,0.38786736130714417,0.8391060829162598,0.9125151634216309
32,0.24392788112163544,0.1295778900384903,0.00018000000272877514,0.40781500935554504,0.7874060273170471,0.881060004234314
34,0.2551938593387604,0.12516476213932037,0.00017804419621825218,0.39430397748947144,0.8146489262580872,0.8978585004806519
36,0.2980460226535797,0.1500714272260666,0.00017226231284439564,0.4086431860923767,0.8316636085510254,0.908096432685852
38,0.2587067484855652,0.2548932135105133,0.00016290701751131564,0.38939782977104187,0.537338137626648,0.6990500688552856
40,0.2663564085960388,0.18800245225429535,0.00015038718993309885,0.4027347266674042,0.7031158804893494,0.8256818056106567
42,0.21104882657527924,0.1057579442858696,0.00013524999667424709,0.395264208316803,0.8318532705307007,0.908209502696991
44,0.23241229355335236,0.17714719474315643,0.0001181570187327452,0.38243937492370605,0.7766013741493225,0.8742551207542419
46,0.221242293715477,0.09045995026826859,9.985530050471425e-05,0.3972407877445221,0.8596688508987427,0.9245396852493286
48,0.22116070985794067,0.0913057029247284,8.114470256259665e-05,0.38968580961227417,0.8569310307502747,0.9229540228843689
50,0.22065648436546326,0.10744377225637436,6.284297705860808e-05,0.4004915952682495,0.8117770552635193,0.8961114287376404
52,0.22012509405612946,0.10498134046792984,4.57499991171062e-05,0.3906111717224121,0.8246936798095703,0.9039255976676941
54,0.2040780633687973,0.10448829084634781,3.061280949623324e-05,0.3932758569717407,0.8182349801063538,0.9000321626663208
56,0.204559788107872,0.11095525324344635,1.809297828003764e-05,0.3848402202129364,0.8043947815895081,0.8915951251983643
58,0.19200725853443146,0.1048448383808136,8.737681127968244e-06,0.39268654584884644,0.8139596581459045,0.8974395990371704
60,0.22427096962928772,0.1021629199385643,2.9557897960330592e-06,0.38073989748954773,0.82047438621521,0.9013852477073669
62,0.23281626403331757,0.1985306739807129,0.00010800000018207356,0.38864555954933167,0.831600546836853,0.9080588817596436
64,0.21635779738426208,0.1145792230963707,0.00010683089931262657,0.38723185658454895,0.8309995532035828,0.9077004790306091
66,0.22792528569698334,0.24735598266124725,0.00010337468120269477,0.3860768973827362,0.5478634834289551,0.7078964114189148
68,0.23592035472393036,0.2329317331314087,9.778240928426385e-05,0.38709279894828796,0.5882582068443298,0.7407588958740234
70,0.23717591166496277,0.16564278304576874,9.029849024955183e-05,0.3943384885787964,0.7064578533172607,0.8279815316200256
72,0.21928486227989197,0.16805151104927063,8.125000022118911e-05,0.38607388734817505,0.7090245485305786,0.8297418355941772
74,0.20845206081867218,0.15865489840507507,7.10324093233794e-05,0.3957821726799011,0.7198925614356995,0.8371367454528809
76,0.20684608817100525,0.1001783162355423,6.0092272178735584e-05,0.3982044458389282,0.8224474191665649,0.9025745987892151
78,0.21213296055793762,0.10171205550432205,4.8907728341873735e-05,0.39480283856391907,0.8209733366966248,0.9016863107681274
80,0.2016628086566925,0.13652019202709198,3.796759119722992e-05,0.3962666392326355,0.7919714450836182,0.8839108347892761
82,0.1955932080745697,0.12298204749822617,2.7750000299420208e-05,0.39813265204429626,0.7912812829017639,0.8834807276725769
84,0.19259735941886902,0.10423050075769424,1.870151209004689e-05,0.4036369323730469,0.814896285533905,0.8980085849761963
86,0.18700216710567474,0.11312641203403473,1.121759123634547e-05,0.3912281095981598,0.8086731433868408,0.8942170143127441
88,0.2021048367023468,0.12101808935403824,5.625317953672493e-06,0.3980141282081604,0.784313976764679,0.8791210055351257
90,0.1821804791688919,0.12277144938707352,2.1691032543458277e-06,0.3894272446632385,0.7844749689102173,0.8792221546173096
92,0.18773353099822998,0.09946774691343307,6.479999865405262e-05,0.4016669690608978,0.8334559798240662,0.9091638326644897
94,0.18810904026031494,0.09106282144784927,6.410291098291054e-05,0.3935076892375946,0.8387610912322998,0.9123111963272095
96,0.20643101632595062,0.19502462446689606,6.204209785209969e-05,0.38072049617767334,0.6577647924423218,0.7935562133789062
98,0.18168041110038757,0.10506845265626907,5.870764289284125e-05,0.3928726315498352,0.8164191246032715,0.8989325761795044
100,0.19926761090755463,0.2448427677154541,5.424526534625329e-05,0.40068790316581726,0.6054359078407288,0.7542324066162109
102,0.189602330327034,0.10861831158399582,4.8850000894162804e-05,0.3965528607368469,0.8156850337982178,0.8984874486923218
104,0.187726691365242,0.14492720365524292,4.275764149497263e-05,0.39153432846069336,0.7426648139953613,0.8523324131965637
106,0.1805848777294159,0.10588698089122772,3.623445809353143e-05,0.3881128430366516,0.8157368302345276,0.8985187411308289
108,0.19497516751289368,0.09879376739263535,2.9565542718046345e-05,0.3918890655040741,0.8226327896118164,0.9026862978935242
110,0.1851234883069992,0.10332466661930084,2.304235749761574e-05,0.38469886779785156,0.822575569152832,0.9026519060134888
112,0.18292266130447388,0.10708048194646835,1.694999991741497e-05,0.38624846935272217,0.8191914558410645,0.9006104469299316
114,0.17705030739307404,0.11254878342151642,1.155473364633508e-05,0.3890274167060852,0.8125715255737305,0.8965952396392822
116,0.17278988659381866,0.13535535335540771,7.092357918736525e-06,0.3900006115436554,0.7852439284324646,0.8797048926353455
118,0.18117806315422058,0.10973871499300003,3.757900003620307e-06,0.38306382298469543,0.8129337430000305,0.8968157172203064
120,0.17990687489509583,0.10357748717069626,1.6970915339697967e-06,0.39660343527793884,0.8206432461738586,0.9014872312545776
